249, 5208, 56
250, 5038, 22
251, 7846, 83
252, 8506, 37
253, 4092, 15
254, 1056, 47
255, 4656, 46
256, 3729, 52
257, 1998, 46
258, 3744, 5
259, 7687, 0
260, 69, 6
261, 6597, 21
262, 9520, 41
263, 4247, 6
264, 6604, 94
265, 6816, 4
266, 4811, 63
267, 4472, 28
268, 4560, 47
269, 1540, 56
270, 694, 63
271, 9429, 61
272, 3922, 21
273, 2665, 34
274, 8223, 60
275, 4253, 71
276, 5513, 49
277, 6269, 65
278, 1663, 46
279, 2112, 85
280, 3762, 7
281, 1888, 51
282, 3063, 27
283, 3665, 22
284, 9167, 38
285, 593, 31
286, 5236, 53
287, 8043, 15
288, 109, 39
289, 940, 13
290, 9680, 59
291, 5724, 24
292, 3451, 52
293, 6468, 0
294, 575, 60
295, 8697, 65
296, 6561, 52
297, 2057, 96
298, 9138, 10
299, 3576, 37
300, 2910, 52
301, 2334, 52
302, 7161, 58
303, 386, 27
304, 4691, 40
305, 6662, 59
306, 2509, 98
307, 34, 7
308, 2748, 99
309, 5957, 77
310, 1203, 1
311, 5400, 32
312, 82, 88
313, 8320, 96
314, 6805, 57
315, 8740, 32
316, 3174, 64
317, 2774, 94
318, 964, 52
319, 4592, 4
320, 5640, 7
321, 6747, 35
322, 3181, 59
323, 6848, 90
324, 318, 8
325, 5588, 51
326, 4595, 23
327, 987, 38
328, 1117, 77
329, 3885, 84
330, 3827, 50
331, 2014, 55
332, 4619, 33
333, 1460, 6
334, 5015, 18
335, 6809, 6
336, 1615, 20
337, 805, 89
338, 5813, 27
339, 3904, 40
340, 708, 29
341, 8368, 12
342, 8893, 45
343, 757, 80
344, 4354, 23
345, 9974, 60
346, 2783, 42
347, 5563, 5
348, 4189, 88
349, 5483, 88
350, 1093, 79
351, 2730, 34
352, 3208, 0
353, 502, 25
354, 1671, 50
355, 8151, 59
356, 9798, 87
357, 8121, 35
358, 9545, 95
359, 4735, 61
360, 4988, 45
361, 5079, 33
362, 9044, 26
363, 9992, 1
364, 6766, 66
365, 8836, 95
366, 2445, 10
367, 1804, 67
368, 11, 28
369, 3132, 3
370, 6875, 45
371, 9266, 18
372, 4541, 18
373, 9194, 21
374, 5445, 68
375, 7613, 94
376, 3173, 53
377, 8, 76
378, 2574, 95
379, 7528, 89
380, 1891, 81
381, 3550, 30
382, 3976, 53
383, 5237, 71
384, 6391, 0
385, 8920, 75
386, 6837, 26
387, 5415, 21
388, 5035, 86
389, 5017, 28
390, 3939, 31
391, 3407, 85
392, 4284, 51
393, 5696, 65
394, 3761, 67
395, 7798, 25
396, 9006, 67
397, 6471, 34
398, 5371, 99
399, 3977, 13
400, 3178, 19
401, 696, 15
402, 3484, 17
403, 5309, 24
404, 2686, 57
405, 8071, 87
406, 6783, 98
407, 5078, 66
408, 287, 88
409, 7891, 65
410, 2612, 67
411, 1155, 44
412, 8871, 9
413, 6496, 98
414, 9312, 58
415, 2263, 18
416, 507, 30
417, 3005, 26
418, 6528, 46
419, 5389, 50
420, 2532, 51
421, 734, 70
422, 4141, 81
423, 676, 0
424, 9843, 41
425, 7284, 73
426, 9399, 81
427, 8204, 80
428, 6722, 13
429, 1606, 22
430, 773, 95
431, 9791, 18
432, 9310, 33
433, 235, 24
434, 2540, 48
435, 2925, 30
436, 3538, 44
437, 6252, 88
438, 6383, 0
439, 3993, 34
440, 2727, 49
441, 2684, 63
442, 2244, 10
443, 7828, 59
444, 8438, 76
445, 9690, 65
446, 5032, 80
447, 2435, 69
448, 1396, 70
449, 5163, 45
450, 2657, 45
451, 8780, 57
452, 8076, 64
453, 4151, 81
454, 9192, 31
455, 1452, 90
456, 8847, 68
457, 3018, 37
458, 4570, 50
459, 1953, 72
460, 8560, 89
461, 2405, 92
462, 9569, 53
463, 2219, 98
464, 2849, 30
465, 6657, 76
466, 169, 66
467, 2623, 92
468, 9548, 41
469, 6043, 76
470, 884, 29
471, 9121, 87
472, 3953, 15
473, 7727, 73
474, 6652, 11
475, 1252, 52
476, 385, 76
477, 2881, 2
478, 9930, 94
479, 1634, 77
480, 5774, 51
481, 7034, 43
482, 9493, 49
483, 6424, 52
484, 3600, 93
485, 289, 81
486, 2938, 97
487, 6052, 33
488, 7024, 56
489, 3150, 0
490, 1058, 45
491, 4573, 71
492, 1373, 46
493, 7013, 87
494, 2498, 60
495, 2125, 93
496, 9943, 35
497, 1410, 88
498, 6083, 76
499, 7993, 95
500, 4107, 45
501, 2945, 59
502, 5130, 48
503, 7188, 94
504, 4217, 32
505, 1696, 70
506, 8017, 23
507, 5909, 44
508, 848, 96
509, 5366, 61
510, 4401, 50
511, 9433, 67
512, 9114, 95
513, 8069, 28
514, 7617, 58
515, 8493, 83
516, 7299, 47
517, 7599, 60
518, 8495, 74
519, 9898, 74
520, 3490, 37
521, 3818, 21
522, 8082, 21
523, 7878, 47
524, 9895, 46
525, 7521, 87
526, 6619, 97
527, 2426, 21
528, 7418, 50
529, 5279, 52
530, 6223, 53
531, 4112, 20
532, 5566, 19
533, 1275, 77
534, 7157, 68
535, 1622, 85
536, 2747, 90
537, 3725, 13
538, 1398, 54
539, 2999, 51
540, 4688, 3
541, 4807, 13
542, 944, 28
543, 4645, 65
544, 2246, 30
545, 5112, 0
546, 8772, 34
547, 2084, 3
548, 531, 5
549, 9970, 53
550, 8869, 62
551, 1348, 89
552, 4211, 55
553, 2692, 70
554, 3221, 51
555, 4906, 52
556, 6195, 46
557, 4117, 48
558, 3834, 84
559, 6503, 36
560, 7126, 0
561, 1390, 57
562, 3276, 47
563, 2482, 37
564, 9077, 36
565, 3612, 48
566, 5047, 72
567, 7509, 55
568, 1133, 90
569, 5799, 42
570, 8738, 78
571, 375, 12
572, 7505, 16
573, 5161, 3
574, 1902, 13
575, 5953, 42
576, 8917, 30
577, 1964, 4
578, 1338, 21
579, 8252, 83
580, 9640, 27
581, 4922, 82
582, 5939, 99
583, 467, 24
584, 6148, 9
585, 2064, 36
586, 6167, 76
587, 8894, 69
588, 9240, 98
589, 1306, 29
590, 8952, 22
591, 7596, 50
592, 3120, 16
593, 2037, 66
594, 6292, 29
595, 9577, 66
596, 2268, 46
597, 5786, 93
598, 8398, 22
599, 9626, 84
600, 567, 74
601, 7201, 91
602, 145, 19
603, 8877, 25
604, 7631, 87
605, 3412, 40
606, 2572, 86
607, 8288, 80
608, 3660, 49
609, 1872, 75
610, 5091, 9
611, 9156, 31
612, 3633, 87
613, 1300, 39
614, 3997, 10
615, 5502, 71
616, 2973, 92
617, 8732, 98
618, 913, 47
619, 538, 66
620, 1175, 75
621, 2390, 38
622, 5512, 48
623, 868, 81
624, 3861, 61
625, 4075, 86
626, 9524, 96
627, 9533, 30
628, 6725, 66
629, 8130, 34
630, 91, 80
631, 2274, 27
632, 6905, 79
633, 2662, 50
634, 4717, 22
635, 9721, 44
636, 1753, 65
637, 1901, 58
638, 2673, 40
639, 6299, 73
640, 5414, 24
641, 279, 37
642, 2375, 25
643, 6329, 71
644, 8823, 13
645, 568, 94
646, 4460, 85
647, 4610, 59
648, 7235, 52
649, 1577, 95
650, 7859, 23
651, 9464, 29
652, 9093, 90
653, 9364, 52
654, 2848, 24
655, 1553, 52
656, 653, 5
657, 1343, 99
658, 501, 93
659, 8855, 89
660, 1918, 73
661, 345, 85
662, 5398, 59
663, 6145, 52
664, 1389, 11
665, 8762, 15
666, 7660, 28
667, 4263, 35
668, 6233, 0
669, 1543, 51
670, 534, 56
671, 5780, 31
672, 5116, 76
673, 222, 13
674, 8198, 37
675, 4768, 40
676, 7717, 97
677, 1256, 60
678, 5653, 62
679, 6505, 12
680, 8577, 87
681, 4905, 67
682, 8602, 82
683, 2163, 42
684, 656, 3
685, 4534, 36
686, 1632, 32
687, 8705, 31
688, 5933, 86
689, 1216, 84
690, 2566, 59
691, 6946, 68
692, 349, 71
693, 6643, 33
694, 7801, 48
695, 5378, 31
696, 7691, 2
697, 1668, 97
698, 6516, 36
699, 1050, 38
700, 1775, 70
701, 9327, 17
702, 1108, 57
703, 9961, 34
704, 8222, 29
705, 5166, 69
706, 8788, 84
707, 3212, 17
708, 8561, 31
709, 558, 9
710, 5858, 21
711, 4012, 77
712, 8351, 43
713, 6442, 54
714, 710, 2
715, 2074, 82
716, 9873, 40
717, 1618, 84
718, 826, 89
719, 3496, 67
720, 4879, 33
721, 8330, 94
722, 8885, 39
723, 1667, 8
724, 6170, 28
725, 4514, 61
726, 113, 61
727, 7131, 97
728, 6680, 24
729, 3416, 66
730, 7475, 88
731, 6099, 98
732, 2036, 56
733, 6691, 28
734, 948, 43
735, 5267, 39
736, 6412, 81
737, 951, 15
738, 1119, 84
739, 7922, 45
740, 5479, 45
741, 3058, 76
742, 2367, 86
743, 1593, 55
744, 7827, 42
745, 4725, 27
746, 6079, 32
747, 8322, 66
748, 522, 48
749, 2223, 62
750, 9220, 29
751, 3882, 99
752, 4102, 14
753, 3947, 82
754, 2141, 42
755, 3574, 77
756, 4881, 56
757, 777, 91
758, 4873, 71
759, 110, 30
760, 7474, 76
761, 9661, 83
762, 7969, 37
763, 4487, 35
764, 8566, 33
765, 4833, 80
766, 1251, 58
767, 935, 76
768, 883, 7
769, 3917, 36
770, 8075, 60
771, 8100, 63
772, 6439, 39
773, 191, 13
774, 1097, 5
775, 164, 68
776, 686, 65
777, 1296, 46
778, 8268, 77
779, 9759, 43
780, 5212, 67
781, 1483, 7
782, 4758, 56
783, 1958, 70
784, 1613, 37
785, 8828, 63
786, 4706, 14
787, 1936, 24
788, 4056, 72
789, 8292, 4
790, 2552, 97
791, 5070, 93
792, 3886, 60
793, 596, 9
794, 9902, 15
795, 9128, 18
796, 268, 20
797, 8362, 98
798, 3425, 30
799, 7127, 44
800, 1370, 11
801, 5834, 38
802, 8384, 82
803, 8651, 23
804, 5248, 89
805, 6297, 45
806, 4937, 2
807, 1550, 4
808, 8969, 92
809, 7451, 0
810, 3258, 83
811, 3277, 38
812, 4133, 3
813, 3773, 22
814, 6089, 20
815, 7526, 89
816, 7130, 39
817, 8837, 95
818, 2697, 61
819, 4237, 21
820, 2723, 38
821, 4467, 64
822, 6804, 59
823, 9291, 88
824, 7753, 89
825, 8357, 32
826, 610, 57
827, 9948, 8
828, 5943, 62
829, 6642, 71
830, 4396, 10
831, 8965, 54
832, 2695, 82
833, 2190, 64
834, 3257, 62
835, 4531, 61
836, 296, 70
837, 3153, 2
838, 8095, 74
839, 1326, 79
840, 7947, 47
841, 6779, 87
842, 6523, 71
843, 1744, 34
844, 9914, 42
845, 6405, 90
846, 5307, 95
847, 9405, 22
848, 3185, 85
849, 8235, 31
850, 3902, 26
851, 5114, 71
852, 6181, 66
853, 8390, 80
854, 3517, 70
855, 9414, 29
856, 3676, 41
857, 6796, 26
858, 5726, 6
859, 6602, 48
860, 1897, 44
861, 7603, 48
862, 3981, 35
863, 8859, 65
864, 4679, 69
865, 9807, 15
866, 8607, 15
867, 3678, 51
868, 2396, 29
869, 2315, 90
870, 7725, 50
871, 9377, 11
872, 9590, 82
873, 2094, 20
874, 5437, 1
875, 3923, 47
876, 3617, 75
877, 8700, 74
878, 9651, 35
879, 117, 99
880, 3242, 95
881, 3666, 9
882, 8050, 78
883, 9070, 90
884, 1292, 55
885, 9285, 25
886, 7563, 4
887, 2277, 92
888, 4802, 36
889, 8337, 66
890, 1407, 3
891, 4026, 32
892, 7768, 56
893, 7454, 9
894, 595, 20
895, 7104, 56
896, 3234, 24
897, 5885, 10
898, 2048, 22
899, 790, 92
900, 6741, 60
901, 7068, 15
902, 2116, 52
903, 5261, 23
904, 5582, 34
905, 5051, 72
906, 8786, 46
907, 7378, 82
908, 2476, 50
909, 2235, 4
910, 2342, 5
911, 7683, 5
912, 3564, 77
913, 970, 62
914, 2206, 63
915, 1340, 65
916, 5590, 78
917, 7781, 22
918, 6683, 9
919, 5535, 68
920, 8129, 65
921, 9877, 21
922, 1546, 54
923, 1875, 27
924, 9760, 3
925, 6630, 17
926, 8713, 45
927, 8005, 23
928, 2267, 7
929, 9881, 50
930, 9766, 48
931, 4985, 61
932, 7412, 70
933, 1484, 99
934, 9973, 71
935, 8702, 11
936, 2804, 85
937, 8475, 88
938, 2470, 49
939, 3533, 31
940, 1968, 98
941, 5822, 0
942, 7646, 98
943, 8243, 63
944, 1509, 12
945, 3145, 67
946, 9790, 14
947, 9158, 8
948, 6184, 45
949, 3715, 24
950, 4115, 29
951, 7397, 74
952, 4067, 39
953, 9177, 76
954, 9195, 58
955, 2764, 37
956, 8097, 18
957, 6237, 3
958, 5578, 42
959, 1839, 89
960, 6077, 82
961, 3176, 16
962, 4176, 92
963, 5444, 2
964, 7065, 96
965, 9032, 0
966, 6208, 78
967, 8149, 58
968, 3220, 90
969, 909, 16
970, 859, 97
971, 2518, 91
972, 7893, 8
973, 8067, 34
974, 3606, 26
975, 817, 72
976, 2685, 0
977, 9768, 0
978, 4880, 14
979, 5014, 31
980, 9410, 4
981, 8500, 30
982, 8547, 22
983, 6379, 78
984, 543, 85
985, 7110, 67
986, 1490, 86
987, 4268, 34
988, 2429, 80
989, 8123, 17
990, 3098, 18
991, 9656, 9
992, 6310, 13
993, 9919, 89
994, 8159, 91
995, 3274, 35
996, 7429, 24
997, 2875, 14
998, 1939, 87
999, 7689, 45
1000, 9835, 66
1001, 9043, 15
1002, 256, 45
1003, 3237, 30
1004, 8922, 53
1005, 9977, 23
1006, 1349, 15
1007, 6007, 68
1008, 674, 56
1009, 7902, 67
1010, 4120, 74
1011, 4201, 79
1012, 4526, 88
1013, 5330, 53
1014, 665, 81
1015, 2046, 92
1016, 9501, 67
1017, 601, 51
1018, 6336, 6
1019, 2095, 52
1020, 5898, 55
1021, 2809, 90
1022, 1199, 3
1023, 2406, 51
1024, 886, 80
1025, 7241, 58
1026, 9826, 90
1027, 5880, 11
1028, 7141, 53
1029, 5244, 62
1030, 3044, 85
1031, 1645, 80
1032, 9597, 26
1033, 3492, 22
1034, 3987, 34
1035, 3083, 41
1036, 7913, 10
1037, 1525, 32
1038, 3788, 87
1039, 3390, 24
1040, 3540, 23
1041, 988, 29
1042, 3138, 58
1043, 7929, 38
1044, 3614, 0
1045, 8166, 64
1046, 9325, 74
1047, 1869, 26
1048, 7805, 40
1049, 889, 77
1050, 7939, 65
1051, 9372, 6
1052, 3697, 98
1053, 6093, 75
1054, 6808, 93
1055, 4695, 62
1056, 2055, 77
1057, 3253, 17
1058, 2677, 48
1059, 5669, 48
1060, 9870, 32
1061, 6492, 16
1062, 8637, 23
1063, 9836, 31
1064, 3808, 6
1065, 5536, 61
1066, 2303, 74
1067, 2200, 79
1068, 570, 66
1069, 5376, 18
1070, 5083, 8
1071, 9380, 18
1072, 7539, 68
1073, 9418, 36
1074, 587, 85
1075, 8814, 98
1076, 4672, 37
1077, 7957, 69
1078, 7266, 76
1079, 3371, 30
1080, 3164, 64
1081, 4674, 64
1082, 68, 0
1083, 7635, 23
1084, 8518, 60
1085, 4789, 63
1086, 9384, 0
1087, 7063, 55
1088, 2860, 35
1089, 1672, 32
1090, 2231, 32
1091, 5498, 0
1092, 9007, 56
1093, 5406, 42
1094, 7231, 64
1095, 3960, 39
1096, 4837, 12
1097, 6418, 19
1098, 7869, 10
1099, 6109, 0
1100, 9042, 8
1101, 994, 10
1102, 8436, 85
1103, 8587, 0
1104, 4246, 55
1105, 7458, 71
1106, 8751, 77
1107, 7650, 96
1108, 7880, 5
1109, 1415, 70
1110, 5418, 40
1111, 2226, 68
1112, 9589, 24
1113, 9119, 34
1114, 6005, 18
1115, 7172, 3
1116, 7410, 67
1117, 2105, 47
1118, 2176, 42
1119, 2096, 65
1120, 6785, 64
1121, 6944, 49
1122, 2812, 5
1123, 435, 96
1124, 9428, 94
1125, 9162, 75
1126, 6035, 16
1127, 9393, 48
1128, 6814, 42
1129, 6475, 78
1130, 3137, 57
1131, 2058, 84
1132, 9639, 40
1133, 9062, 65
1134, 1162, 19
1135, 2599, 92
1136, 1548, 41
1137, 1716, 91
1138, 5648, 72
1139, 2666, 23
1140, 5187, 45
1141, 1715, 30
1142, 5275, 87
1143, 5446, 66
1144, 297, 77
1145, 8038, 75
1146, 3038, 14
1147, 1376, 37
1148, 6311, 2
1149, 9852, 3
1150, 5748, 42
1151, 9261, 21
1152, 4561, 24
1153, 8480, 80
1154, 2009, 81
1155, 6712, 21
1156, 6986, 99
1157, 2734, 1
1158, 1529, 14
1159, 5433, 54
1160, 8527, 64
1161, 3171, 91
1162, 2785, 24
1163, 2826, 13
1164, 9758, 78
1165, 7821, 32
1166, 1405, 13
1167, 1325, 95
1168, 2810, 43
1169, 945, 93
1170, 603, 67
1171, 7892, 70
1172, 6730, 33
1173, 4300, 41
1174, 3591, 58
1175, 5698, 56
1176, 9031, 97
1177, 1707, 82
1178, 9825, 86
1179, 2733, 67
1180, 3843, 66
1181, 1766, 24
1182, 8573, 99
1183, 5183, 0
1184, 9872, 41
1185, 631, 96
1186, 8271, 99
1187, 9619, 72
1188, 8360, 88
1189, 3768, 8
1190, 8365, 85
1191, 5719, 22
1192, 7357, 58
1193, 8929, 53
1194, 5570, 50
1195, 8012, 33
1196, 6623, 55
1197, 4369, 32
1198, 4183, 48
1199, 9527, 91
1200, 3506, 54
1201, 1083, 81
1202, 7027, 56
1203, 2211, 75
1204, 1790, 29
1205, 7145, 16
1206, 3288, 37
1207, 8750, 76
1208, 5085, 60
1209, 8441, 39
1210, 8113, 1
1211, 5589, 18
1212, 5605, 3
1213, 6212, 57
1214, 2054, 69
1215, 9476, 88
1216, 9699, 38
1217, 8534, 81
1218, 9453, 67
1219, 3385, 89
1220, 7155, 9
1221, 8739, 21
1222, 4704, 72
1223, 5965, 64
1224, 5678, 22
1225, 2195, 66
1226, 4184, 25
1227, 9557, 67
1228, 8685, 50
1229, 8086, 14
1230, 8431, 71
1231, 4128, 96
1232, 8209, 98
1233, 3620, 12
1234, 8996, 16
1235, 5117, 5
1236, 9712, 75
1237, 7094, 55
1238, 6598, 2
1239, 5178, 32
1240, 1659, 76
1241, 3575, 8
1242, 9055, 55
1243, 3740, 68
1244, 5842, 55
1245, 5732, 45
1246, 5808, 7
1247, 3485, 21
1248, 8727, 75
1249, 9434, 13
1250, 5310, 48
1251, 1858, 90
1252, 3955, 74
1253, 2595, 7
1254, 3270, 61
1255, 8757, 19
1256, 9271, 46
1257, 2252, 43
1258, 8444, 20
1259, 4669, 92
1260, 8599, 40
1261, 4722, 7
1262, 4950, 37
1263, 2123, 75
1264, 195, 60
1265, 43, 17
1266, 5644, 58
1267, 9738, 13
1268, 253, 10
1269, 3739, 56
1270, 9549, 87
1271, 5435, 89
1272, 6129, 6
1273, 2679, 91
1274, 672, 77
1275, 5221, 22
1276, 6450, 26
1277, 5138, 11
1278, 2627, 2
1279, 8664, 56
1280, 5490, 22
1281, 9081, 67
1282, 2450, 10
1283, 5356, 50
1284, 7860, 77
1285, 1057, 65
1286, 5908, 20
1287, 2214, 94
1288, 7182, 59
1289, 478, 92
1290, 2842, 65
1291, 9109, 30
1292, 9436, 35
1293, 5580, 50
1294, 3243, 81
1295, 1254, 0
1296, 244, 46
1297, 8584, 73
1298, 7791, 6
1299, 840, 39
1300, 7708, 80
1301, 3198, 72
1302, 4800, 54
1303, 270, 71
1304, 6304, 0
1305, 4549, 57
1306, 4324, 15
1307, 476, 7
1308, 7712, 60
1309, 9885, 80
1310, 6239, 21
1311, 9392, 11
1312, 411, 5
1313, 495, 92
1314, 2265, 6
1315, 7175, 50
1316, 9776, 33
1317, 756, 23
1318, 3175, 21
1319, 9014, 70
1320, 6382, 5
1321, 8399, 18
1322, 5447, 98
1323, 362, 22
1324, 3677, 66
1325, 1730, 0
1326, 6735, 41
1327, 4845, 67
1328, 83, 56
1329, 6308, 53
1330, 4223, 98
1331, 1261, 2
1332, 5393, 57
1333, 8508, 65
1334, 7035, 50
1335, 8207, 52
1336, 9022, 90
1337, 4232, 53
1338, 9811, 32
1339, 5894, 52
1340, 8639, 76
1341, 6300, 78
1342, 6456, 16
1343, 2233, 78
1344, 6527, 24
1345, 8196, 45
1346, 419, 36
1347, 553, 83
1348, 6820, 15
1349, 836, 13
1350, 6607, 10
1351, 9780, 68
1352, 9171, 50
1353, 7006, 30
1354, 2061, 82
1355, 7438, 77
1356, 3649, 55
1357, 8463, 24
1358, 2372, 22
1359, 4366, 63
1360, 8015, 74
1361, 4773, 87
1362, 2374, 17
1363, 6517, 84
1364, 338, 55
1365, 3299, 0
1366, 7269, 75
1367, 136, 67
1368, 8085, 45
1369, 2322, 65
1370, 1896, 49
1371, 3609, 84
1372, 184, 30
1373, 2882, 7
1374, 3402, 97
1375, 9838, 87
1376, 1636, 30
1377, 2287, 77
1378, 3400, 69
1379, 6110, 92
1380, 2111, 7
1381, 5336, 94
1382, 2739, 50
1383, 497, 91
1384, 5988, 42
1385, 8800, 58
1386, 7295, 13
1387, 3161, 26
1388, 8211, 19
1389, 3136, 44
1390, 3205, 45
1391, 1821, 87
1392, 3389, 53
1393, 465, 17
1394, 2850, 39
1395, 9765, 1
1396, 1032, 92
1397, 5873, 41
1398, 5245, 87
1399, 4029, 8
1400, 5198, 60
1401, 8630, 78
1402, 6002, 61
1403, 9912, 5
1404, 5974, 58
1405, 252, 32
1406, 6574, 68
1407, 8156, 6
1408, 732, 79
1409, 6894, 72
1410, 8310, 79
1411, 9479, 8
1412, 8998, 76
1413, 247, 15
1414, 6445, 97
1415, 6236, 88
1416, 236, 52
1417, 1519, 22
1418, 7930, 4
1419, 3637, 18
1420, 8397, 19
1421, 6937, 31
1422, 5185, 19
1423, 5153, 9
1424, 398, 91
1425, 9188, 75
1426, 4209, 17
1427, 1412, 36
1428, 5666, 96
1429, 1469, 33
1430, 490, 35
1431, 3913, 27
1432, 3323, 73
1433, 7037, 66
1434, 1221, 53
1435, 515, 14
1436, 1836, 79
1437, 3326, 34
1438, 7362, 34
1439, 3131, 93
1440, 7769, 44
1441, 9737, 27
1442, 9939, 65
1443, 1150, 10
1444, 1861, 7
1445, 5797, 86
1446, 5955, 43
1447, 5291, 64
1448, 231, 45
1449, 8267, 17
1450, 7376, 67
1451, 9090, 76
1452, 9029, 25
1453, 8873, 83
1454, 3720, 5
1455, 9968, 29
1456, 7136, 92
1457, 1963, 49
1458, 7537, 88
1459, 6501, 53
1460, 5350, 92
1461, 4581, 85
1462, 9784, 53
1463, 4134, 6
1464, 59, 0
1465, 9848, 61
1466, 5583, 68
1467, 4658, 64
1468, 5425, 9
1469, 8236, 57
1470, 5276, 82
1471, 6902, 43
1472, 9474, 98
1473, 5537, 40
1474, 7254, 64
1475, 5983, 91
1476, 93, 2
1477, 2864, 0
1478, 3079, 37
1479, 317, 13
1480, 9241, 62
1481, 5891, 19
1482, 750, 5
1483, 4628, 21
1484, 1555, 93
1485, 8269, 49
1486, 6982, 52
1487, 6168, 4
1488, 9053, 24
1489, 9221, 12
1490, 7206, 88
1491, 5272, 69
1492, 3055, 39
1493, 9988, 77
1494, 5436, 82
1495, 9376, 85
1496, 5697, 73
1497, 2988, 75
1498, 332, 73
1499, 8476, 39
1500, 7945, 13
1501, 6015, 15
1502, 6065, 46
1503, 9273, 58
1504, 6639, 76
1505, 3900, 54
1506, 2032, 71
1507, 7351, 36
1508, 4254, 89
1509, 7169, 42
1510, 6000, 54
1511, 6802, 78
1512, 7557, 20
1513, 6240, 89
